data,data_iso,modelo,imei,valor_venda,brinde,custo,lucro,pix,dinheiro,cartao_credito,cartao_debito,troca_aparelho,outros_pagamentos,soma_pagamentos,diferenca,tem_troca,modelo_troca,valor_troca,vendedor,loja,loja_id
03/06/2026,2026-06-03,IPHONE 12 PRO MAX 128GB GRAFITE SEMINOVO,351330881416677,2250.0,25.0,2000.0,275.0,2250.0,0,0,0,0,0,2250.0,0.0,NAO,,0,Marcela,BALCAO,1
03/06/2026,2026-06-03,IPHONE 16 PRO MAX 512GB PRETO SEMINOVO,355300181430419,6049.0,90.0,5150.0,809.0,0,0,0,0,0,0,0,6049.0,NAO,,0,Marcela,ONLINE,4
03/06/2026,2026-06-03,IPHONE 15 PRO MAX 256GB SEMINOVO,356371488105219,4010.0,33.0,3700.0,277.0,2220.0,0,0,0,0,0,2220.0,1790.0,NAO,,0,Marcela,ONLINE,4
03/06/2026,2026-06-03,NOTE 15 PRO 5G 256GB PRETO NOVO,863573083678542,1857.0,0.0,1680.0,177.0,0,0,0,0,0,0,0,1857.0,NAO,,0,Marcela,ONLINE,4
03/06/2026,2026-06-03,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,357275797266613,4140.0,40.0,3700.0,400.0,0,0,4700.0,0,0,0,4700.0,-560.0,NAO,,0,Ronald,CASES,19
03/06/2026,2026-06-03,IPHONE 17 PRO MAX 256GB SILVER NOVO,351668140730168,7750.0,0.0,7550.0,200.0,0,0,5331.09,0,0,0,5331.09,2418.91,NAO,,0,Ronald,CASES,19
03/06/2026,2026-06-03,POCO PAD M1 256GB PRETO NOVO,71114/Y5XS01610,1560.0,0.0,1510.0,50.0,0,0,0,0,0,0,0,1560.0,NAO,,0,Bianca,CASES,19
03/06/2026,2026-06-03,GALAXY A36 256GB PRETO NOVO,352230462132793,1514.0,0.0,1420.0,94.0,0,0,1514.0,0,0,0,1514.0,0.0,NAO,,0,Rennan,BLOCO B,20
03/06/2026,2026-06-03,T-REX 3 PRO PRETO NOVO,24449537045774,1899.0,0.0,1800.0,99.0,1899.0,0,0,0,0,0,1899.0,0.0,NAO,,0,Rennan,BLOCO B,20
03/06/2026,2026-06-03,IPHONE 14 128GB AZUL SEMINOVO,355536442174276,2240.0,25.0,1900.0,315.0,0,0,0,0,0,0,0,2240.0,NAO,,0,Guilherme,BLOCO B,20
04/06/2026,2026-06-04,IPHONE 17 PRO 256GB SILVER NOVO,357679992297861,7370.0,30.0,6950.0,390.0,4370.0,0,0,0,0,0,4370.0,3000.0,NAO,,0,Marcela,ONLINE,4
04/06/2026,2026-06-04,IPHONE 15 128GB AZUL SEMINOVO,351698471567244,2900.0,25.0,2660.0,215.0,1450.0,0,0,0,0,0,1450.0,1450.0,NAO,,0,Marcela,ONLINE,4
04/06/2026,2026-06-04,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,351465644827966,4400.0,23.0,4100.0,277.0,2500.0,0,0,0,0,0,2500.0,1900.0,NAO,,0,Marcela,ONLINE,4
04/06/2026,2026-06-04,IPHONE 16 PRO MAX 256GB DESERT NOVO,357590879692399,5970.0,0.0,5850.0,120.0,1990.0,0,3980.0,0,0,0,5970.0,0.0,NAO,,0,Rennan,BLOCO B,20
04/06/2026,2026-06-04,IPHONE 14 128GB BRANCO SEMINOVO,353687476380990,2100.0,0.0,1900.0,200.0,0,0,450.0,0,1650.0,0,2100.0,0.0,SIM,IPHONE 13 AZUL 128G,1650.0,Rennan,BLOCO B,20
04/06/2026,2026-06-04,IPHONE 15 128GB ROSA SEMINOVO,353850628182660,2950.0,35.0,2660.0,255.0,1000.0,0,0,0,0,0,1000.0,1950.0,NAO,,0,Marcela,ONLINE,4
04/06/2026,2026-06-04,IPHONE 17 256GB BRANCO NOVO,359973613643894,4700.0,25.0,4600.0,75.0,0,0,0,0,0,0,0,4700.0,NAO,,0,Marcela,ONLINE,4
04/06/2026,2026-06-04,IPHONE 17 256GB PRETO NOVO,351205581240124,4624.0,30.0,4500.0,94.0,0,0,0,0,0,0,0,4624.0,NAO,,0,Marcela,ONLINE,4
04/06/2026,2026-06-04,POCO X8 PRO MAX 512GB BRANCO NOVO,860534086640486,3050.0,0.0,2950.0,100.0,3050.0,0,0,0,0,0,3050.0,0.0,NAO,,0,Ronald,CASES,19
04/06/2026,2026-06-04,IPHONE 17 PRO MAX 256GB SILVER NOVO,351205745375915,7750.0,0.0,7500.0,250.0,0,4050.0,0,0,3700.0,0,7750.0,0.0,SIM,IPH 15 PRO MAX 256GB,3700.0,Ronald,CASES,19
04/06/2026,2026-06-04,POCO X8 PRO 512GB PRETO NOVO,V865532083172607,2500.0,0.0,2300.0,200.0,1000.0,0,1630.43,0,0,0,2630.4300000000003,-130.43,NAO,,0,Ronald,CASES,19
04/06/2026,2026-06-04,IPHONE 17 PRO MAX 256GB AZUL NOVO,359652120809905,7467.0,30.0,7230.0,207.0,0,0,5768.21,0,2100.0,0,7868.21,-401.21,SIM,IPH 13 PRO MAX,2100.0,Ronald,CASES,19
