orig_linha,data,modelo,imei,valor_venda,brinde,custo,lucro,pix,dinheiro,cartao_credito,cartao_debito,troca_aparelho,soma_pagamentos,diferenca,formas_pgto,tem_troca,modelo_troca,valor_troca,pagto_junto,pagto_junto_grupo,pagto_junto_total,pagto_junto_restante,vendedor,vendedor_id,loja,loja_id,estado,observacao,precisa_revisao,motivo_revisao,entendimento
213,24/06/2026,IPHONE 11 PRO 256GB PRETO SEMINOVO,353237102003044,1250.0,25.0,1000.0,225.0,1250.0,0,0,0,0,1250.0,0.0,pagamento_junto,NAO,,0,SIM,11,8700.0,0,Guilherme,25e2da5b-9e76-4388-9890-7e22efd6940d,BLOCO B,20,seminovo,"Pagto junto (Aparelho 2/2, total grupo R$ 8,700)",NAO,,grupo 11 (212 e 213): valor da venda = 1250 | 1250 pix = 1250 | grupo R$ 8700
214,25/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,357247258431358,7000.0,0,6900.0,100.0,7000.0,0,0,0,0,7000.0,0.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,novo,,NAO,,valor da venda = 7000 | 7000 pix
215,25/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,359178372430588,7806.0,10.0,6900.0,535.0,2000.0,0,3306.0,0,2500.0,7806.0,0.0,pix+cartao_credito+troca_aparelho,SIM,IPHONE 15 PRO MAX,2500.0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,CELL,1,novo,,NAO,,valor da venda = 7806 | 2000 pix + 3306 credito + 2500 troca | brinde 10
216,25/06/2026,IPHONE 16 128GB VERDE NOVO,356342310956822,4200.0,5.0,4050.0,145.0,2550.0,0,0,0,1650.0,4200.0,0.0,pix,SIM,ENTROU UM 13 SEMINOVO POR,1650.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 4200 | 2550 pix + 1650 troca | brinde 5
217,25/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,351205747937779,7350.0,5.0,7200.0,145.0,0,0,2550.0,0,4800.0,7350.0,0.0,outros,SIM,ENTROU UM 16 PRO MAX SEMINOVO POR,4800.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 7350 | 2550 credito + 4800 troca | brinde 5
218,25/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,351668147569627,7205.0,15.0,7000.0,190.0,0,0,2405.0,0,4800.0,7205.0,0.0,outros,SIM,ENTROU UM 16 PRO MAX SEMINOVO POR,4800.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 7205 | 2405 credito + 4800 troca | brinde 15
219,25/06/2026,IPHONE 15 256GB PRETA SEMINOVO,354278704607005,3400.0,25.0,2900.0,475.0,0,0,3100.0,0,300.0,3400.0,0.0,outros,SIM,ENTROU UM 11 SEMINOVO POR,300.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,NAO,,valor da venda = 3400 | 3100 credito + 300 troca | brinde 25
220,25/06/2026,IPHONE 14 128GB BRANCO SEMINOVO,354248589657888,2200.0,20.0,1900.0,280.0,0,0,1600.0,0,500.0,2100.0,100.0,dinheiro,SIM,ENTROU UM 11 SEMINOVO POR,500.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,seminovo,,SIM,So extraiu: 1600 credito + 500 troca de 2200 → falta R$ 100 sem valor explicito no texto,
221,25/06/2026,IPHONE 15 PRO MAX 512GB PRETO SEMINOVO,354570359750878,4300.0,0,4100.0,200.0,4100.0,0,0,0,0,4100.0,200.0,pix,NAO,,0,NAO,,,,Ronald,97f12885-87ad-426a-8bbb-656889d82e10,CASES,19,seminovo,,SIM,So extraiu: 4100 pix de 4300 → falta R$ 200 sem valor explicito no texto,
222,25/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,357247257477469,7300.0,15.0,7000.0,285.0,3500.0,0,0,0,3800.0,7300.0,0.0,pix,SIM,ENTROU UM 15 PRO MAX SEMINOVO POR,3800.0,NAO,,,,Marcela,a3626643-4749-4e56-83bc-b4a8ffd53659,ONLINE,4,novo,,NAO,,valor da venda = 7300 | 3500 pix + 3800 troca | brinde 15
223,25/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,358862620187345,4000.0,25.0,3800.0,175.0,1000.0,3000.0,0,0,0,4000.0,0.0,pix+dinheiro,NAO,,0,NAO,,,,Raissa,0dd2c938-c6dd-4f5d-aac5-ed045ee5d2fb,CELL,1,seminovo,,NAO,,valor da venda = 4000 | 1000 pix + 3000 dinheiro | brinde 25
224,25/06/2026,IPHONE 17 PRO MAX 256GB LARANJA NOVO,,7200.0,35.0,6900.0,265.0,4300.0,0,0,0,2900.0,7200.0,0.0,pix+troca_aparelho,SIM,14 PRO MAX 128GB,2900.0,NAO,,,,Renata,9451cd9f-6770-4e32-aae8-c75fa675e818,CELL,1,novo,Sem IMEI,SIM,Sem IMEI,valor da venda = 7200 | 4300 pix + 2900 troca | brinde 35
225,30/06/2026,REDMI PAD 2 128GB GRAFIT NOVO,65520/W5Z501219,1200.0,0,900.0,210.0,1200.0,0,0,0,0,1200.0,0.0,pix,NAO,,0,NAO,,,,Higor Guedes,85e3aa42-b9af-49b8-a72a-64e9c337aa53,CELL,1,novo,,NAO,,valor da venda = 1200 | 1200 pix
