DATA,MODELO,IMEI,VALOR DE VENDA,BRINDE,CUSTO APARELHO,FORMA DE PAGAMENTO,VALOR LIQUIDO,LUCRO,MÊS,ANO,VENDEDOR,LOJA
31/05/2026,IPAD 11° A16 128GB SILVER NOVO,HGY4F5FC96,"R$ 2.500,00","R$ 150,00","R$ 2.150,00","1800,00 em 4x / 700,00 pix",,"R$ 200,00",mai,26,MARCELA,ONLINE
31/05/2026,POCO C85 PRETO 256GB NOVO,69385/65ZH01514,"R$ 1.000,00",R$ -,"R$ 890,00","R$1000,00 no crédito em 10x",,"R$ 110,00",mai,26,RENAN,BLOCO B
31/05/2026,IPHONE 16 128GB AZUL NOVO,353317874110720,"R$ 4.050,00",R$ -,"R$ 3.950,00",PIX,,"R$ 100,00",mai,26,RENAN,BLOCO B
31/05/2026,IPHONE 13 128GB AZUL SEMINOVO,35 287383 669310 5,"R$ 1.900,00",R$ -,"R$ 1.780,00",PIX,,"R$ 120,00",mai,26,RENAN,BLOCO B
31/05/2026,POCO C85 PRETO 256GB NOVO,69374/65YT14295,"R$ 990,00",R$ -,"R$ 890,00",500 no pix + 490 no crédito,,"R$ 100,00",mai,26,RENAN,BLOCO B
31/05/2026,IPHONE 15 128GB PRETO SEMINOVO,356942573789859,"R$ 2.813,00","R$ 25,00","R$ 2.660,00","2.900,00 DÉBITO",,"R$ 128,00",mai,26,Ronald,CASES
31/05/2026,IPHONE 17 PRO 256GB AZUL NOVO,359477633520876,"R$ 7.300,00",R$ -,"R$ 7.000,00",PIX,,"R$ 300,00",mai,26,Ronald,CASES
31/05/2026,JBL BOOMBOX 4 PRETO NOVO,TL1876-CQ0217088,"R$ 2.434,00","R$ 95,00","R$ 2.190,00","2.290,00 PIX / 150,00 CREDITO 1X",,"R$ 149,00",mai,26,Ronald,CASES
31/05/2026,JBL BOOMBOX 4 BRANCA NOVO,TL1878-LP0013380,"R$ 2.276,00",R$ -,"R$ 2.190,00","2.440,00 CRÉDITO 4x",,"R$ 86,00",mai,26,Ronald,CASES
31/05/2026,PENCIL PRO NOVO,CTV20GVQFL,"R$ 870,00",R$ -,"R$ 710,00",PIX,,"R$ 160,00",mai,26,Higor Guedes,CELL
31/05/2026,IPHONE 13 128GB ROSA SEMINOVO,35 595893 642721 0,"R$ 2.147,00","R$ 25,00","R$ 1.750,00",PIX,,"R$ 372,00",mai,26,Higor Guedes,CELL
31/05/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,355988219255368,"R$ 7.618,00",R$ -,"R$ 7.230,00","PIX R$ 2.500,00 / PIX R$ 2.668,00 / ENTRADA IPH 13 PRO R$ 2.450,00",,"R$ 388,00",mai,26,Higor Guedes,CELL
31/05/2026,IPHONE 14 PRO 128GB BRANCO SEMINOVO,35 213021 751006 3,"R$ 2.900,00","R$ 5,00","R$ 2.700,00","R$1900 no crédito + pegando na troca um iphone 12 azul, 128g por 1000,00",,"R$ 195,00",mai,26,RENAN,BLOCO B
31/05/2026,IPHONE 11 64GB PRETO SEMINOVO,35 787982 956451 3,"R$ 850,00","R$ 25,00","R$ 600,00",PIX,,"R$ 225,00",mai,26,Yasmin,CELL
31/05/2026,IPHONE 14 PRO 128GB BRANCO SEMINOVO,35 128408 159078 3,"R$ 2.950,00","R$ 25,00","R$ 2.700,00",PIX,,"R$ 225,00",mai,26,Guilherme,BLOCO B
31/05/2026,POCO X7 PRO 512GB PRETO NOVO,869471083132525,"R$ 2.190,00",R$ -,"R$ 1.990,00","2.150,18 em 12x / 300 em dinheiro",,"R$ 200,00",mai,26,Guilherme,BLOCO B
02/06/2026,GALAXY A11+ 5G SPACE GRAY 128GB NOVO,356911420294546,"R$ 2.180,00","R$ 170,00","R$ 1.700,00",PIX,,"R$ 310,00",jun,26,Marcela,ONLINE
02/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,355101476201071,"R$ 7.464,00","R$ 30,00","R$ 7.250,00","ENTRADA IPH 14 PRO MAX ROXO  R$ 2.700,00 / 60,00 pix / 4704 em 10x / 60,00 pix",,"R$ 184,00",jun,26,Marcela,ONLINE
02/06/2026,IPHONE 14 PRO 256GB PRETO SEMINOVO,35 454250 345385 7,"R$ 3.050,00","R$ 10,00","R$ 2.900,00",R$1734 no pix + R$1316 no crédito,,"R$ 140,00",jun,26,Renan,BLOCO B
02/06/2026,IPHONE 13 PRO 256GB DOURADO SEMIINOVO,352725357604046,"R$ 2.700,00","R$ 25,00","R$ 2.400,00","2.095,46 CRÉDITO 14X / ENTRADA IPH 11 PRO 256GB GRAFITE",,"R$ 275,00",jun,26,Ronald,CASES
02/06/2026,MAGIC MOUSE 3 BRANCO NOVO,J84HN004QLB0000539,"R$ 760,00",R$ -,"R$ 660,00",PIX,,"R$ 100,00",jun,26,Ronald,CASES
02/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,357247257394938,"R$ 7.750,00",R$ -,"R$ 7.500,00","2.500,00 DINHEIRO / 400,00 PIX - PAGAMENTO JUNTO APARELHO 1",,"R$ 250,00",jun,26,Ronald,CASES
02/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,357247256875010,"R$ 7.750,00",R$ -,"R$ 7.500,00","ENTRADA IPH 17 PRO SILVER R$ 6.300,00 E IPH 17 PRO LARANJA 256GB R$ 6.300 - PAGAMENTO JUNTO APARELHO 2",,"R$ 250,00",jun,26,Ronald,CASES
02/06/2026,IPHONE 17 PRO MAX 256GB BRANCO NOVO,351205746650761,"R$ 8.050,00",R$ -,"R$ 7.500,00","PIX 3.850 / PIX 600 / ENTRADA IPHONE 16 PRO MAX 256GB PRETO R$ 3.600,00",,"R$ 550,00",jun,26,Higor Guedes,CELL
03/06/2026,BOOMBOX 4 BRANCA NOVA,TL1878-AQ0021235,"R$ 2.405,00","R$ 20,00","R$ 2.250,00",2405 em 10x,,"R$ 135,00",jun,26,Marcela,ONLINE
03/06/2026,IPHONE 12 PRO MAX 128GB GRAFITE SEMINOVO,35133088 141667 7,"R$ 2.250,00","R$ 25,00","R$ 2.000,00","Pix 1250,00/1000 pix",,"R$ 225,00",jun,26,Marcela,ONLINE
03/06/2026,IPHONE 16 PRO MAX 512GB PRETO SEMINOVO,35 530018 143041 9,"R$ 6.049,00","R$ 90,00","R$ 5.150,00",6049 em 18x,,"R$ 809,00",jun,26,Marcela,ONLINE
03/06/2026,IPHONE 15 PRO MAX 256GB SEMINOVO,35 6371488105219,"R$ 4.010,00","R$ 33,00","R$ 3.700,00","2170,00 pix / 50,00 pix / 1790,00 em4x",,"R$ 277,00",jun,26,Marcela,ONLINE
03/06/2026,NOTE 15 PRO 5G 256GB PRETO NOVO,863573083678542,"R$ 1.857,00",R$ -,"R$ 1.680,00",1857 em 9x,,"R$ 177,00",jun,26,Marcela,ONLINE
03/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,357275797266613,"R$ 4.140,00","R$ 40,00","R$ 3.700,00","2.000,00 crédito 10x / 2.700,00 CRÉDITO 10x",,"R$ 400,00",jun,26,Ronald,CASES
03/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,351668140730168,"R$ 7.750,00",R$ -,"R$ 7.550,00","R$5.331,09 CREDITO 10x",,"R$ 200,00",jun,26,Ronald,CASES
03/06/2026,POCO PAD M1 256GB PRETO NOVO,71114/Y5XS01610,"R$ 1.560,00",R$ -,"R$ 1.510,00",PIX,,"R$ 50,00",jun,26,Reiner,CASES
03/06/2026,GALAXY A36 256GB PRETO NOVO,352230462132793,"R$ 1.514,00",R$ -,"R$ 1.420,00",R$1514 no crédito,,"R$ 94,00",jun,26,Renan,BLOCO B
03/06/2026,T-REX 3 PRO PRETO NOVO,24449537045774,"R$ 1.899,00",R$ -,"R$ 1.800,00","R$1899,00 no pix",,"R$ 99,00",jun,26,Renan,BLOCO B
03/06/2026,IPHONE 14 128GB AZUL SEMINOVO,35 553644 217427 6,"R$ 2.240,00","R$ 25,00","R$ 1.900,00","2.469,14 em 8x",,"R$ 315,00",jun,26,Guilherme,BLOCO B
03/06/2026,IPAD 11 128GB SILVER NOVO,J9T7D3RTHM,"R$ 2.480,00",R$ -,"R$ 2.250,00","PIX R$ 2.370,00 / PIX R$ 110,00",,"R$ 230,00",jun,26,Higor Guedes,CELL
04/06/2026,IPHONE 17 PRO 256GB SILVER NOVO,357679992297861,"R$ 7.370,00","R$ 30,00","R$ 6.950,00","Entrou um 14 pro Max seminovo por 3000,00 /4300,00 pix /70,00 pix",,"R$ 390,00",jun,26,Marcela,ONLINE
04/06/2026,IPHONE 15 128GB AZUL SEMINOVO,35 169847 156724 4,"R$ 2.900,00","R$ 25,00","R$ 2.660,00","1450,00 pix / entrou um 13 seminovo por 1450,00",,"R$ 215,00",jun,26,Marcela,ONLINE
04/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,35146564482796 6,"R$ 4.400,00","R$ 23,00","R$ 4.100,00","2500,00 pix / entrou um 14 seminovo por 1900,00",,"R$ 277,00",jun,26,Marcela,ONLINE
04/06/2026,IPHONE 16 PRO MAX 256GB DESERT NOVO,357590879692399,"R$ 5.970,00",R$ -,"R$ 5.850,00",R$1990 no pix + R$3980 no crédito,,"R$ 120,00",jun,26,Renan,BLOCO B
04/06/2026,IPHONE 14 128GB BRANCO SEMINOVO,353687476380990,"R$ 2.100,00",R$ -,"R$ 1.900,00","R$450 no crédito + pegando um iphone 13 azul 128g por R$1650,00",,"R$ 200,00",jun,26,Renan,BLOCO B
04/06/2026,IPHONE 15 128GB ROSA SEMINOVO,35385062818266 0,"R$ 2.950,00","R$ 35,00","R$ 2.660,00","1000,00 pix / 1950,00 em 5x",,"R$ 255,00",jun,26,Marcela,ONLINE
04/06/2026,IPHONE 17 256GB BRANCO NOVO,359973613643894,"R$ 4.700,00","R$ 25,00","R$ 4.600,00","9324,00 em 10x (PAGAMENTO JUNTO APARELHO 1)",,"R$ 75,00",jun,26,Marcela,ONLINE
04/06/2026,IPHONE 17 256GB PRETO NOVO,351205581240124,"R$ 4.624,00","R$ 30,00","R$ 4.500,00",PAGAMENTO JUNTO APARELHO 2,,"R$ 94,00",jun,26,Marcela,ONLINE
04/06/2026,POCO X8 PRO MAX 512GB BRANCO NOVO,860534086640486,"R$ 3.050,00",R$ -,"R$ 2.950,00","3.050,00 PIX",,"R$ 100,00",jun,26,Ronald,CASES
04/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,351205745375915,"R$ 7.750,00",R$ -,"R$ 7.500,00","4.050,00 DINHEIRO / ENTRADA IPH 15 PRO MAX 256GB R$ 3.700,00",,"R$ 250,00",jun,26,Ronald,CASES
04/06/2026,POCO X8 PRO 512GB PRETO NOVO,V865532083172607,"R$ 2.500,00",R$ -,"R$ 2.300,00","R$1.630,43 CRÉDITO 6x / 1.000,00 PIX",,"R$ 200,00",jun,26,Ronald,CASES
04/06/2026,IPHONE 17 PRO MAX 256GB AZUL NOVO,359652120809905,"R$ 7.467,00","R$ 30,00","R$ 7.230,00","R$5.768,21 CRÉDITO 3X  / ENTRADA IPH 13 PRO MAX R$ 2.100,00",,"R$ 207,00",jun,26,Ronald,CASES
04/06/2026,IPHONE 13 PRO 256GB GOLD SEMINOVO,356133317489721,"R$ 2.806,00","R$ 25,00","R$ 2.300,00",PIX,,"R$ 481,00",jun,26,Higor Guedes,CELL
04/06/2026,APPLE WATCH SERIES 8 STARLHIG SEMINOVO,LVVK104JHQ,"R$ 1.100,00",R$ -,"R$ 750,00",DINHEIRO,,"R$ 350,00",jun,26,Higor Guedes,CELL
04/06/2026,IPHONE 15 128GB PRETO NOVO,355225777788922,"R$ 3.836,00",R$ -,"R$ 3.600,00","PIX 1.300,00 / PIX R$ 1.986,00",,"R$ 236,00",jun,26,Higor Guedes,CELL
04/06/2026,IPHONE 16 PRO 128GB PRETO SEMINOVO,,"R$ 5.000,00","R$ 25,00","R$ 4.500,00","PIX R$ 1.550,00 / ENTRADA IPH 16 AZUL 128GB R$ 3.450,00",,"R$ 475,00",jun,26,Higor Guedes,CELL
04/06/2026,IPHONE 12 PRO MAX 128GB AZUL SEMINOVO,35 701474 101962 4,"R$ 2.300,00","R$ 25,00","R$ 2.000,00","1.300 dinheiro / entrando IPHONE 12 128GB PRETO A - 1.000,00",,"R$ 275,00",jun,26,Guilherme,BLOCO B
05/06/2026,IPHONE 15 PRO MAX PRETO 256GB SEMINOVO,35 150340 005047 0,"R$ 3.950,00","R$ 25,00","R$ 3.700,00","1000,00 pix /2950,00 pix",,"R$ 225,00",jun,26,Marcela,ONLINE
05/06/2026,MacBook Air m5 midnight 16/512 NOVO,/DFD4FJ0J2Q,"R$ 6.930,00","R$ 60,00","R$ 6.700,00",PIX,,"R$ 170,00",jun,26,Marcela,ONLINE
05/06/2026,POCO C85 PRETO 256GB NOVO,864280082529028,"R$ 1.010,00",R$ -,"R$ 880,00",PIX,,"R$ 130,00",jun,26,Renan,BLOCO B
05/06/2026,IPHONE 15 128GB PRETO NOVO,359867882327710,"R$ 3.700,00",R$ -,"R$ 3.600,00","R$7400,00 no pix  PAGAMENTO JUNTO, APARELHO 1",,"R$ 100,00",jun,26,Renan,BLOCO B
05/06/2026,IPHONE 15 128GB PRETO NOVO,351713518508703,"R$ 3.700,00",R$ -,"R$ 3.600,00",PAGAMENTO JUNTO APARELHO 2,,"R$ 100,00",jun,26,Renan,BLOCO B
05/06/2026,MACBOOK NEO ROSA 256GB NOVO,K76LHCP7F,"R$ 4.551,00","R$ 30,00","R$ 4.350,00",4551 em 18x,,"R$ 171,00",jun,26,Marcela,BLOCO B
05/06/2026,IPHONE 14 128GB PRETO SEMINOVO,35512337 351278 0,"R$ 2.070,00","R$ 20,00","R$ 1.900,00","260,00 pix /260,00 pix/ 60 pix / 1490 em 10x",,"R$ 100,00",jun,26,Marcela,ONLINE
05/06/2026,REDMI NOTE 15 4G 256GB AZUL NOVO,862315083031764,"R$ 1.211,00",R$ -,"R$ 1.150,00","100 pix/1111,00 em 5x",,"R$ 61,00",jun,26,Marcela,ONLINE
05/06/2026,JBL BOOMBOX 3 PRETA  NOVO,JBLB00MB0X3BLKBR,"R$ 1.860,00",R$ -,"R$ 1.780,00",PIX,,"R$ 80,00",jun,26,Renan,BLOCO B
05/06/2026,IPHONE 15 128GB PRETO NOVO,355225779424203,"R$ 3.750,00","R$ 5,00","R$ 3.600,00",PIX,,"R$ 145,00",jun,26,Renan,BLOCO B
05/06/2026,IPHONE 14 PRO 256GB BRANCO SEMINOVO,54001278899018,"R$ 3.325,00","R$ 25,00","R$ 2.900,00","R$ 525,00 PIX / R$ 3.890,23 CREDITO 18X - PAGAMENTO JUNTO , APARELHO 1",,"R$ 400,00",jun,26,Ronald,CASES
05/06/2026,IPHONE 14 PRO MAX 128GB PRETO SEMINOVO,351548866512357,"R$ 3.385,00","R$ 25,00","R$ 3.150,00",PAGAMENTO JUNTO APARELHO 2,,"R$ 210,00",jun,26,Ronald,CASES
05/06/2026,REDMI PAD 2 256GB CINZA NOVO,65577/W6PT04947,"R$ 1.500,00","R$ 48,00","R$ 1.240,00","R$1.630,43 CRÉDITO 6x",,"R$ 212,00",jun,26,Ronald,CASES
05/06/2026,IPHONE 14 128GB PRETO SEMINOVO,35 159224 3452233,"R$ 2.100,00","R$ 10,00","R$ 1.900,00","PIX R$ 1.650,00 / R$ 50,00 DINHEIRO / ENTRADA IPH XR 64GB PRETO R$ 400,00",,"R$ 190,00",jun,26,Higor Guedes,CELL
05/06/2026,IPHONE 17 256GB BRANCO NOVO,,"R$ 4.980,00","R$ 135,00","R$ 2.600,00","PIX R$ 4.380,00 / ENTRADA IPH 128GB PRETO R$ 600,00",,"R$ 245,00",jun,26,Higor Guedes,CELL
06/06/2026,IPHONE 17 256GB AZUL NOVO,352824462371275,"R$ 4.750,00","R$ 45,00","R$ 4.500,00",PIX,,"R$ 205,00",jun,26,Marcela,ONLINE
06/06/2026,IPAD 11° (A16) 128GB SILVER NOVO,DMY20XLJ95,"R$ 2.599,00","R$ 120,00","R$ 2.250,00","2542,00 em 12/ 57 1x",,"R$ 229,00",jun,26,Marcela,ONLINE
06/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,35203376 371558 3,"R$ 3.910,00","R$ 25,00","R$ 3.700,00","30,00 pix /3880 debito",,"R$ 185,00",jun,26,Marcela,ONLINE
06/06/2026,IPAD 11° (A16) 128GB SILVER NOVO,DV71MXVDQ7,"R$ 2.542,00","R$ 110,00","R$ 2.200,00",2542 em 12x,,"R$ 232,00",jun,26,Marcela,ONLINE
06/06/2026,IPAD 11° (A16) 128GB AZUL NOVO,JTPYCFFWY4,"R$ 2.450,00","R$ 110,00","R$ 2.200,00",PIX,,"R$ 140,00",jun,26,Marcela,ONLINE
06/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,352229491749619,"R$ 3.950,00","R$ 10,00","R$ 3.700,00",2050 dinheiro/1900 pix,,"R$ 240,00",jun,26,Marcela,ONLINE
06/06/2026,IPHONE 17 256GB BRANCO NOVO,359973613777577,"R$ 4.820,00","R$ 5,00","R$ 4.600,00","Entrou um 11 128 por 600,00 seminovo / 4220 em 12x",,"R$ 215,00",jun,26,Marcela,ONLINE
06/06/2026,IPAD 11° (A16) 128GB AZUL NOVO,FP424P4PXH,"R$ 2.471,00","R$ 130,00","R$ 2.250,00",1100 pix / 1371 em 8x,,"R$ 91,00",jun,26,Marcela,ONLINE
06/06/2026,IPHONE 14 PLUS 128GB LILAS NOVO,351906511449970,"R$ 3.570,00","R$ 5,00","R$ 3.450,00",PIX,,"R$ 115,00",jun,26,Renan,BLOCO B
06/06/2026,IPHONE 13 256GB BRANCO SEMINOVO,353640981930528,"R$ 2.325,00","R$ 25,00","R$ 1.900,00","R$ 1.300,00 PIX / R$ 1.089,85 CRÉDITO 3X",,"R$ 400,00",jun,26,Ronald,CASES
06/06/2026,IPHONE 17 PRO  256GB SILVER NOVO,352574676009796,"R$ 7.325,00","R$ 20,00","R$ 7.000,00","R$6.513,08 CRÉDITO 12X",,"R$ 305,00",jun,26,Ronald,CASES
06/06/2026,IPHONE 13 128GB BRANCO SEMINOVO,350264528248328,"R$ 1.910,00","R$ 10,00","R$ 1.750,00","TROCANDO IPHONE 12 128GB LILÁS (1.600,00) GARANTIA (03/03 venda Guilherme)  + R$334,59 CRÉDITO 1X",,R$ -,jun,26,Ronald,CASES
06/06/2026,REDMI 15C 256GB AZUL NOVO,866509086604223,"R$ 880,00",R$ -,"R$ 840,00","GARANTIA REALME C61 256GB 8RAM GOLD ( VENDIDO POR 810,00) PLACA MORREU + 72,80 CRÉDITO 1X",,R$ -,jun,26,Ronald,CASES
06/06/2026,IPHONE 17 PRO 256GB BRANCO SEMINOVO,,"R$ 7.065,00","R$ 10,00","R$ 6.300,00","PIX R$ 2.450,00 / PIX R$ 115,00 / ENTRADA IPH 15 128GB R$ 2.650,00 / ENTRADA IPH 14 LILAS 128GB R$ 1.850,00",,"R$ 755,00",jun,26,Higor Guedes,CELL
06/06/2026,IPHONE 13 256GB ROSA SEMINOVO,356815609092334,"R$ 2.116,00","R$ 10,00","R$ 1.900,00","PIX R$ 1.100,00 / PIX R$ 1.016,00",,"R$ 206,00",jun,26,Higor Guedes,CELL
06/06/2026,IPHONE 15 128GB AZUL SEMINOVO,35 168257 029609 5,"R$ 2.910,00","R$ 25,00","R$ 2.660,00","1.700 pix / 860 dinheiro / entrando xr 64 GB PRETO A - 350,00",,"R$ 225,00",jun,26,Guilherme,BLOCO B
07/06/2026,IPHONE 14 PRO MAX 512GB ROXO SEMINOVO,356041402342004,"R$ 3.800,00","R$ 15,00","R$ 3.500,00",PIX,,"R$ 285,00",jun,26,Angel,BLOCO B
07/06/2026,IPHONE 13 256GB ROSA SEMINOVO,352615457839263,"R$ 2.100,00","R$ 15,00","R$ 1.900,00",PIX,,"R$ 185,00",jun,26,Angel,BLOCO B
07/06/2026,IPHONE 17 256GB BRANCO NOVO,353111887936779,"R$ 4.705,00","R$ 10,00","R$ 4.690,00","35,00 pix / 4670,00 pix",,R$ -,jun,26,Marcela,ONLINE
07/06/2026,APPLE WATCH ULTRA 3 49MM PRETO NOVO,353938647328032,"R$ 5.750,00","R$ 15,00","R$ 4.670,00","5750,0 em 1x",,"R$ 1.065,00",jun,26,Marcela,ONLINE
07/06/2026,BOOMBOX 4 LARANJA NOVA/SEMINOVA,TL1973-BQ009163,"R$ 2.500,00",R$ -,"R$ 2.390,00","1000,00 dinheiro / 1500,00 pix",,"R$ 110,00",jun,26,Marcela,ONLINE
07/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,35 283240 862564 8,"R$ 4.050,00","R$ 41,00","R$ 3.700,00","R$2.000,00 PIX/R$2.311,16 CRÉDITO 11X",,"R$ 309,00",jun,26,Marcela,ONLINE
07/06/2026,IPHONE 17 256GB PRETO NOVO,358736464505640,"R$ 4.750,00",R$ -,"R$ 4.650,00",PIX,,"R$ 100,00",jun,26,Renan,BLOCO B
07/06/2026,POCO X8 PRO MAX 512GB AZUL NOVO,74909/F6QV01625,"R$ 3.100,00",R$ -,"R$ 2.950,00",PIX,,"R$ 150,00",jun,26,Renan,BLOCO B
07/06/2026,IPHONE 15 128GB AZUL SEMINOVO,35986788108129,"R$ 3.973,00","R$ 15,00","R$ 3.700,00","2673,00 em 10,x/ entrou um 13 128 seminovo por 1300,00",,"R$ 258,00",jun,26,Marcela,ONLINE
07/06/2026,IPHONE 12 64GB LILAS SEMINOVO,35 8187610315940,"R$ 1.350,00","R$ 25,00","R$ 1.150,00","R$ 1.350,00 EM 5X",,"R$ 175,00",jun,26,Marcela,ONLINE
07/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,35049630499550 5,"R$ 4.050,00","R$ 25,00","R$ 3.700,00","2950,00 em 10x/ entrou um 14 pro 128 seminovo por 1100,00",,"R$ 325,00",jun,26,Marcela,ONLINE
07/06/2026,IPHONE 14 PRO 128GB ROXO SEMINOVO,3501800048255,"R$ 1.650,00",R$ -,"R$ 1.100,00",PIX,,"R$ 550,00",jun,26,Marcela,ONLINE
07/06/2026,IPAD 11° (A16) 128GB SILVER NOVO,DHYGFK76Q2,"R$ 2.453,35","R$ 100,00","R$ 2.250,00","35,35 pix /3118 em 10x (PAGAMENTO JUNTO APARELHO 1)",,"R$ 103,00",jun,26,Marcela,ONLINE
07/06/2026,IPHONE XR 64GB AZUL SEMINOVO,353060104205916,"R$ 700,00","R$ 25,00","R$ 500,00",PAGAMENTO JUNTO APARELHO 2,,"R$ 175,00",jun,26,Marcela,ONLINE
07/06/2026,IPHONE 13 PRO MAX 128GB AZUL  SEMINOVO,353869220171228,"R$ 3.047,00","R$ 10,00","R$ 2.600,00",PIX,,"R$ 437,00",jun,26,Higor Guedes,CELL
07/06/2026,IPHONE 16 PRO MAX 256GB DESERT SEMINOVO,35 568866 635102,"R$ 5.450,00",R$ -,"R$ 5.000,00",PIX,,"R$ 450,00",jun,26,Higor Guedes,CELL
07/06/2026,IPHONE 14 PRO MAX 256GB ROXO SEMINOVO,35 787943 7816990,"R$ 3.350,00",R$ -,"R$ 3.200,00",PIX,,"R$ 150,00",jun,26,Higor Guedes,CELL
07/06/2026,IPHONE 16E 128GB PRETO SEMINOVO,356243696858256,"R$ 2.839,00",R$ -,"R$ 1.800,00","PIX R$ 839,00 / PIX R$ 2.000,00",,"R$ 1.039,00",jun,26,Higor Guedes,CELL
07/06/2026,IPHONE 17 256GB PRETO NOVO,355989444523158,"R$ 4.605,00",R$ -,"R$ 4.550,00",PIX,,"R$ 55,00",jun,26,Higor Guedes,CELL
07/06/2026,IPHONE 14 128GB AZUL SEMINOVO,35 826414 2105709,"R$ 2.150,00",R$ -,"R$ 1.900,00","PIX R$ 800,00 / PIX R$ 1.350,00",,"R$ 250,00",jun,26,Higor Guedes,CELL
07/06/2026,NOTE 15 8GB 256GB PRETO NOVO,865716081697042,"R$ 1.330,00",R$ -,"R$ 1.100,00",1.400 em 2x,,"R$ 230,00",jun,26,Guilherme,BLOCO B
08/06/2026,IPHONE 11 64GB PRETO SEMINOVO - GARANTIA DO XR,356814118803398,"R$ 880,00","R$ 15,00","R$ 600,00","Pagou 180 pix/ entrou um XR 64 azul por 700,00",,R$ -,jun,26,Marcela,ONLINE
09/06/2026,IPHONE 15 PRO 256GB NATURAL SEMINOVO,35430058 708958 8,"R$ 3.780,00","R$ 25,00","R$ 3.000,00",PIX,,"R$ 755,00",jun,26,Marcela,ONLINE
09/06/2026,IPHONE 16E 128GB BRANCO SEMINOVO,35 263893 649061 5,"R$ 2.600,00","R$ 25,00","R$ 2.100,00","R$500,00 no dinheiro + R$2100 no pix",,"R$ 475,00",jun,26,Renan,BLOCO B
09/06/2026,IPHONE 15 256GB PRETO SEMINOVO,359817430962252,"R$ 3.050,00","R$ 30,00","R$ 2.900,00","R$1950 no pix + pegando um iphone 12 256 vermelho por R$1100,00",,"R$ 120,00",jun,26,Renan,BLOCO B
10/06/2026,SAMSUNG A55 256GB AZUL SEMINOVO,358543582779606,"R$ 1.000,00","R$ 25,00","R$ 700,00",PIX,,"R$ 275,00",jun,26,Guilherme,BLOCO B
10/06/2026,IPHONE 15 PRO MAX 256GB PRETO SEMINOVO,25267652002814 4,"R$ 3.950,00","R$ 68,00","R$ 3.700,00",PIX,,"R$ 182,00",jun,26,Marcela,ONLINE
10/06/2026,IPAD 11° (A16) 128GB SILVER NOVO,L3CRQLVC2F,"R$ 2.441,00","R$ 70,00","R$ 2.250,00","2441,00 em 10x",,"R$ 121,00",jun,26,Marcela,ONLINE
10/06/2026,IPHONE 17 PRO MAX 256GB SILVER NOVO,351205745798025,"R$ 7.831,00","R$ 5,00","R$ 7.650,00",R$7431 no pix + R$400 em dinheiro,,"R$ 176,00",jun,26,Renan,BLOCO B
10/06/2026,IPHONE 17 PRO MAX 256G LARANJA NOVO,359372358546422,"R$ 7.250,00",R$ -,"R$ 7.150,00",R$7250 no pix,,"R$ 100,00",jun,26,Renan,BLOCO B
10/06/2026,IPHONE 16 PRO MAX 256GB PRETO SEMINOVO,35 421097 502531 0,"R$ 5.350,00","R$ 25,00","R$ 4.950,00","PIX de R$ 1.500,00 / PIX de R$ 3.850,00",,"R$ 375,00",jun,26,Renata,CELL
10/06/2026,IPHONE 15 PRO 256GB TITANIO NATURAL SEMINOVO,35 432441 360371 9,"R$ 3.750,00","R$ 25,00","R$ 3.250,00","PIX de R$ 3.750,00",,"R$ 475,00",jun,26,Renata,CELL
10/06/2026,NOTE 15 5G 256GB PRETO NOVO,865292089717067,"R$ 1.450,00",R$ -,"R$ 1.380,00",PIX,,"R$ 70,00",jun,26,Ronald,CASES
10/06/2026,IPHONE 17 256GB BRANCO NOVO,356146774825724,"R$ 4.800,00",R$ -,"R$ 4.700,00","R$ 2.140,00 PIX / ENTRADA IPHONE 15 128GB ROSA R$ 2.660,00",,"R$ 100,00",jun,26,Ronald,CASES
10/06/2026,IPHONE 11 64GB VERMELHO SEMINOVO,356572103379228,"R$ 750,00","R$ 25,00","R$ 600,00",PIX,,"R$ 125,00",jun,26,Ronald,CASES
10/06/2026,IPHONE 11 64GB PRETO SEMINOVO,35 615721 609444,"R$ 700,00",R$ -,"R$ 600,00",PIX,,"R$ 100,00",jun,26,Ronald,CASES
10/06/2026,IPHONE 13 PRO MAX 128GB VERDE SEMINOVO,35 536566 523692 1,"R$ 3.012,00","R$ 25,00","R$ 2.600,00","DINHEIRO R$ 200,00 / DINHEIRO R$ 500,00 / PIX R$ 2.312,00",,"R$ 387,00",jun,26,Higor Guedes,CELL
11/06/2026,IPHONE 13 128GB PRETO SEMINOVO,35 108439 994363 7,"R$ 1.950,00",R$ -,"R$ 1.750,00",PIX,,"R$ 200,00",jun,26,Higor Guedes,CELL
